"id","Nome do Veículo","Fonte","Segmento","Município","Cód Mun. (IBGE)","UF","Região","Núm. Funcionários","Periodicidade","Ativo","Data de Atualização","Data de Fechamento"
"16266","ESPIGãO ALERTA","Atlas da Notícia","online","Espigão D'Oeste","1100098","RO","Norte","","diária","Ativo","2021-02-21T03:18:04Z",""
"16267","ESPIGãO NEWS","Atlas da Notícia","online","Espigão D'Oeste","1100098","RO","Norte","","diária","Ativo","2021-02-21T03:20:36Z",""
"16268","PORTAL ESPIGãO","Atlas da Notícia","online","Espigão D'Oeste","1100098","RO","Norte","","diária","Ativo","2021-02-21T03:23:28Z",""
"16269","AGITO ESPIGãO","Atlas da Notícia","online","Espigão D'Oeste","1100098","RO","Norte","","não definida","Ativo","2021-02-21T03:26:53Z",""
"16272","A PéROLA DO MAMORé","Atlas da Notícia","online","Guajará-Mirim","1100106","RO","Norte","","diária","Ativo","2021-02-22T00:36:27Z",""
"16273","GUAJARá NOTíCIAS","Atlas da Notícia","online","Guajará-Mirim","1100106","RO","Norte","","diária","Ativo","2021-02-22T00:38:53Z",""
"16274","GUAJARá EM FOCO","Atlas da Notícia","online","Guajará-Mirim","1100106","RO","Norte","","diária","Ativo","2021-02-22T00:41:22Z",""
"16275","PORTAL GUAJARá","Atlas da Notícia","online","Guajará-Mirim","1100106","RO","Norte","","diária","Ativo","2021-02-22T00:44:00Z",""
"16276","G1 GUAJARá","Atlas da Notícia","online","Guajará-Mirim","1100106","RO","Norte","","contínua","Ativo","2021-02-22T00:46:39Z",""
"2182","JARU ON LINE","Atlas da Notícia","online","Jaru","1100114","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"12781","G1 RONDÔNIA/JARU","Atlas da Notícia","online","Jaru","1100114","RO","Norte","6 a 9 colaboradores","contínua","Ativo","2019-10-29T18:31:31Z",""
"15099","JARU ONLINE","","online","Jaru","1100114","RO","Norte","","contínua","Ativo","2020-12-03T20:37:58Z",""
"16214","RONDôNIA EM AçãO","Atlas da Notícia","online","Jaru","1100114","RO","Norte","","diária","Ativo","2021-02-09T03:22:23Z",""
"16278","FOLHA DO INTERIOR DE RONDôNIA","Atlas da Notícia","online","Jaru","1100114","RO","Norte","","diária","Ativo","2021-02-22T17:21:23Z",""
"16279","A NOTíCIAS MAIS","Atlas da Notícia","online","Jaru","1100114","RO","Norte","","diária","Ativo","2021-02-22T17:26:25Z",""
"16280","PORTAL P1","Atlas da Notícia","online","Jaru","1100114","RO","Norte","","diária","Ativo","2021-02-22T17:30:08Z",""
"16281","CONEXãO 190","Atlas da Notícia","online","Jaru","1100114","RO","Norte","","não definida","Ativo","2021-02-22T17:32:21Z",""
"16282","CONEXãO JARU","Atlas da Notícia","online","Jaru","1100114","RO","Norte","","diária","Ativo","2021-02-22T17:35:00Z",""
"16283","JARU NOTíCIA","Atlas da Notícia","online","Jaru","1100114","RO","Norte","","diária","Ativo","2021-02-22T17:37:02Z",""
"16284","JARU TOP FESTAS","Atlas da Notícia","online","Jaru","1100114","RO","Norte","","não definida","Ativo","2021-02-22T17:40:13Z",""
"2183","NOTÍCIAGERAL.COM","Secom/PR","online","Ji-Paraná","1100122","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2186","CORREIO POPULAR DE RONDONIA","","online","Ji-Paraná","1100122","RO","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"2190","FOLHA DE RONDONIA","","online","Ji-Paraná","1100122","RO","Norte","1 a 5 colaboradores","não definida","Ativo","2019-10-22T00:33:45Z",""
"16287","CENTRAL RONDôNIA","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","diária","Ativo","2021-02-24T01:09:10Z",""
"16288","CIDADE NATIVA","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","diária","Ativo","2021-02-24T01:11:38Z",""
"16289","COMANDO 190","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","não definida","Ativo","2021-02-24T01:14:55Z",""
"16290","PLANTãO CENTRAL","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","","Ativo","2021-02-24T01:16:52Z",""
"16291","PORTAL JIPA","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","diária","Ativo","2021-02-24T01:19:49Z",""
"16293","REPóRTER RO","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","diária","Ativo","2021-02-24T01:25:22Z",""
"16294","G1 RONDôNIA - JI-PARANá","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","contínua","Ativo","2021-02-24T01:28:15Z",""
"16296","NOTICIA GERAL","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","diária","Ativo","2021-02-24T01:44:48Z",""
"16297","O PAINEL","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","diária","Ativo","2021-02-24T02:01:57Z",""
"16298","POVO EM ALERTA","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","diária","Ativo","2021-02-24T02:09:47Z",""
"16348","REVISTA ENQUETE","Atlas da Notícia","online","Ji-Paraná","1100122","RO","Norte","","diária","Ativo","2021-03-08T04:39:12Z",""
"16236","MINUTO RONDôNIA","Atlas da Notícia","online","Machadinho D'Oeste","1100130","RO","Norte","","","Ativo","2021-02-13T23:00:02Z",""
"16304","MACHADINHO 190","Atlas da Notícia","online","Machadinho D'Oeste","1100130","RO","Norte","","","Ativo","2021-02-25T05:02:46Z",""
"16306","BLOGO MAURIçãO DO POVO","Atlas da Notícia","online","Machadinho D'Oeste","1100130","RO","Norte","","não definida","Ativo","2021-02-25T05:09:28Z",""
"16311","CORREIO CENTRAL","Atlas da Notícia","online","Ouro Preto do Oeste","1100155","RO","Norte","","diária","Ativo","2021-02-27T01:16:34Z",""
"16312","GAZETA CENTRAL","Atlas da Notícia","online","Ouro Preto do Oeste","1100155","RO","Norte","","diária","Ativo","2021-02-27T01:19:35Z",""
"16313","O CENTRAL RO","Atlas da Notícia","online","Ouro Preto do Oeste","1100155","RO","Norte","","não definida","Ativo","2021-02-27T01:36:27Z",""
"16314","O PORTAL RO","Atlas da Notícia","online","Ouro Preto do Oeste","1100155","RO","Norte","","não definida","Ativo","2021-02-27T01:51:58Z",""
"16316","OURO PRETO ONLINE","Atlas da Notícia","online","Ouro Preto do Oeste","1100155","RO","Norte","","diária","Ativo","2021-03-01T06:21:41Z",""
"16317","OURO PRETO DO OESTE","Atlas da Notícia","online","Ouro Preto do Oeste","1100155","RO","Norte","","diária","Ativo","2021-03-01T06:42:27Z",""
"2184","PIMENTA VIRTUAL","Atlas da Notícia","online","Pimenta Bueno","1100189","RO","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"16319","FOLHA PIMENTENSE","Atlas da Notícia","online","Pimenta Bueno","1100189","RO","Norte","","diária","Ativo","2021-03-01T07:20:17Z",""
"16320","PIMENTA NEWS","Atlas da Notícia","online","Pimenta Bueno","1100189","RO","Norte","","diária","Ativo","2021-03-01T07:31:29Z",""
"2185","O OBSERVADOR","Atlas da Notícia","online","Porto Velho","1100205","RO","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"2187","PORTAL AMAZÔNIA","Atlas da Notícia","online","Porto Velho","1100205","RO","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"2189","TVJORNET","Atlas da Notícia","online","Porto Velho","1100205","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2191","EM RONDONIA","","online","Porto Velho","1100205","RO","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"2192","EMAIS RONDONIA","Atlas da Notícia","online","Porto Velho","1100205","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5133","RADIO E TELEVISAO INTEGRACAO LTDA","Atlas da Notícia","radio","Cruzeiro do Sul","1200203","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5146","FUNDACAO VERDES FLORESTAS","Atlas da Notícia","radio","Cruzeiro do Sul","1200203","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5149","EMPRESA CRUZEIRENSE DE TELECOMUNICACOES DE RADIO E TV LTDA","MCTIC","radio","Cruzeiro do Sul","1200203","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"13955","RADIO JURUÁ 1009 MHZ","Atlas da Notícia","radio","Cruzeiro do Sul","1200203","AC","Norte","10 a 29 colaboradores","diária","Ativo","2019-11-22T22:02:15Z",""
"14028","RáDIO VERDES FLORESTAS FM 95.7","Atlas da Notícia","radio","Cruzeiro do Sul","1200203","AC","Norte","10 a 29 colaboradores","diária","Ativo","2019-11-25T04:11:49Z",""
"14029","RáDIO OCIDENTAL FM","Atlas da Notícia","radio","Porto Walter","1200393","AC","Norte","10 a 29 colaboradores","diária","Ativo","2019-11-25T04:28:20Z",""
"5129","RIO BRANCO - RADIO FM LTDA","MCTIC","radio","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5130","REDE UNIAO DE RADIO E TELEVISAO LTDA","MCTIC","radio","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5141","FUNDACAO ALDEIA DE COMUNICACAO DO ACRE-FUNDAC","MCTIC","radio","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5144","ECOACRE - RADIO, JORNAL E TELEVISAO LTDA","Atlas da Notícia","radio","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5145","PROGRESSO DO ACRE COMUNICACOES LTDA","Atlas da Notícia","radio","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5150","FUND DES REC HUM CULTURA E DO DESPORTGOV EST ACRE","MCTIC","radio","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5153","LIDER COMUNICACOES LTDA","MCTIC","radio","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"14040","RáDIO CIDADE  107.1 FM","Atlas da Notícia","radio","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-11-25T06:19:44Z",""
"14716","CBN AMAZôNIA - RIO BRANCO","Atlas da Notícia","radio","Rio Branco","1200401","AC","Norte","10 a 29 colaboradores","diária","Ativo","2020-11-13T19:37:28Z",""
"14810","RáDIO CBN AMAZôNIA RIO BRANCO 98.1","Atlas da Notícia","radio","Rio Branco","1200401","AC","Norte","10 a 29 colaboradores","diária","Ativo","2020-11-18T13:48:19Z",""
"5132","RADIO TRANSAMAZONICA LTDA","MCTIC","radio","Senador Guiomard","1200450","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5256","RADIO DIFUSORA DE ANORI LTDA","MCTIC","radio","Anori","1300102","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5262","IRMAOS THOME LTDA","MCTIC","radio","Autazes","1300300","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"15003","RáDIO AUTAZES FM - 89.1 FM","Atlas da Notícia","radio","Autazes","1300300","AM","Norte","6 a 9 colaboradores","contínua","Ativo","2020-11-26T04:30:51Z",""
"5260","PEREIRA E FRANCA LTDA","MCTIC","radio","Barreirinha","1300508","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"12361","RÁDIO RIOS","Atlas da Notícia","radio","Benjamin Constant","1300607","AM","Norte","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"18048","RADIO BOIUNA FM","Atlas da Notícia","radio","Boa Vista do Ramos","1300680","AM","Norte","","não definida","Ativo","2023-06-28T16:52:08Z",""
"12663","RÁDIO EU & VOCÊ","Atlas da Notícia","radio","Boca do Acre","1300706","AM","Norte","1 a 5 colaboradores","contínua","Ativo","2019-10-20T14:43:38Z",""
"18050","RADIO NORTãO BORBA","Atlas da Notícia","radio","Borba","1300805","AM","Norte","","diária","Ativo","2023-06-28T17:09:39Z",""
"5261","JURUA COMUNICACOES LTDA","MCTIC","radio","Carauari","1301001","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5257","RADIO CASTANHO LTDA","Atlas da Notícia","radio","Careiro","1301100","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5263","FUNDACAO SANTISSIMO REDENTOR","MCTIC","radio","Coari","1301209","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5258","RADIO CABOCLA LTDA","MCTIC","radio","Fonte Boa","1301605","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5265","EMPRESA DE COMUNICACAO ENCONTRO DOS RIOS LTDA","MCTIC","radio","Iranduba","1301852","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5292","RADIO DIFUSORA DE ITACOATIARA LTDA","MCTIC","radio","Itacoatiara","1301902","AM","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"5254","RADIO FM 2000 LTDA","Atlas da Notícia","radio","Manacapuru","1302504","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5293","RADIO JUTANOPOLIS DE MANACAPURU LTDA","MCTIC","radio","Manacapuru","1302504","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"5245","SISTEMA DISSICA DE COMUNICACAO LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5246","SISTEMA DE COMUNICACAO SOL LTDA.","MCTIC","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5247","REDE DE RADIODIFUSAO NOVIDADE TECNICA LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5250","RADIO TARUMA LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5255","RADIO E TV TROPICAL LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5267","ECOS-EMPRESA DE COMUNICACAO DA AMAZONIA LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5268","DMP DESIGN MARKETING E PROPAGANDA LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5271","AMAZONIA CABO LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5280","RADIO JORNAL A CRITICA LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5281","RADIO RIO MAR LTDA","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5282","RADIO TV DO AMAZONAS LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5287","FUNDACAO EVANGELICA BOAS NOVAS","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5290","RADIO DIFUSORA DO AMAZONAS LTDA","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"5291","RADIO BARE LTDA","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","","outra","Fechado","2019-10-22T00:33:45Z","2015"
"5299","SOCIEDADE DE TELEVISAO MANAUARA LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12211","RADIO FM O DIA - MANAUS","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","30 a 59 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12220","REDE DE RÁDIO TIRADENTES LTDA","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12360","RÁDIO RIO MAR","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12455","REDE DE RADIO E TELEVISAO TIRADENTES LTDA","MCTIC","radio","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12803","RÁDIO CIDADE","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","10 a 29 colaboradores","contínua","Ativo","2019-10-30T19:01:04Z",""
"12805","RÁDIO FM O POVO","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","10 a 29 colaboradores","contínua","Ativo","2019-10-30T19:12:00Z",""
"12808","RADIO JOVEM PAN","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","30 a 59 colaboradores","diária","Ativo","2019-10-30T19:20:54Z",""
"12812","RADIO CBN MANAUS","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","30 a 59 colaboradores","diária","Ativo","2019-10-30T19:55:12Z",""
"12814","RADIO DIFUSORA 93,7 (BANDNEWS FM)","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","30 a 59 colaboradores","diária","Ativo","2019-10-30T21:05:59Z",""
"13236","RÁDIO DIÁRIO","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","10 a 29 colaboradores","contínua","Ativo","2019-11-17T21:00:50Z",""
"13237","RÁDIO COMUNITÁRIA A VOZ DAS COMUNIDADES","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","10 a 29 colaboradores","contínua","Ativo","2019-11-17T21:30:23Z",""
"13238","RÁDIO ATIVIDADE FM","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","10 a 29 colaboradores","diária","Ativo","2019-11-17T22:36:46Z",""
"13239","RÁDIO ALTERNATIVA SEIS IRMÃOS","Atlas da Notícia","radio","Manaus","1302603","AM","Norte","1 a 5 colaboradores","diária","Ativo","2019-11-17T23:39:11Z",""
"5251","RADIO RIO MADEIRA LTDA","MCTIC","radio","Manicoré","1302702","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"18134","RADIO MARAã FM","Atlas da Notícia","radio","Maraã","1302801","AM","Norte","","não definida","Fechado","2023-06-29T03:06:43Z","27 de novembro de 2021"
"5249","REDE AMAZONENSE DE COMUNICACAO LTDA","MCTIC","radio","Maués","1302900","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5253","RADIO GUARANOPOLIS LTDA","MCTIC","radio","Maués","1302900","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"18139","RADIO COMUNITARIA NOVA FM","Atlas da Notícia","radio","Nova Olinda do Norte","1303106","AM","Norte","","não definida","Ativo","2023-06-29T03:23:39Z",""
"5288","FUNDACAO EVANGELII NUNTIANDI","MCTIC","radio","Parintins","1303403","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5289","RADIO CLUBE DE PARINTINS LTDA","MCTIC","radio","Parintins","1303403","AM","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12237","RÁDIO ALVORADA","Atlas da Notícia","radio","Parintins","1303403","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12660","RÁDIO CLUBE DE PARINTINS","Atlas da Notícia","radio","Parintins","1303403","AM","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-20T00:25:19Z",""
"14421","ALVORADA PARINTINS","Atlas da Notícia","radio","Parintins","1303403","AM","Norte","","diária","Ativo","2020-10-27T16:33:51Z",""
"18246","RADIO CULTURA FM - PAUINI","Atlas da Notícia","radio","Pauini","1303502","AM","Norte","","diária","Ativo","2023-06-30T02:33:01Z",""
"18252","RADIO PIRACEMA","Atlas da Notícia","radio","Santo Antônio do Içá","1303700","AM","Norte","","diária","Ativo","2023-06-30T03:00:47Z",""
"15000","RÁDIO NACIONAL DO ALTO SOLIMÕES","Atlas da Notícia","radio","Tabatinga","1304062","AM","Norte","6 a 9 colaboradores","contínua","Ativo","2020-11-26T03:51:21Z",""
"5286","FUNDACAO DOM JOAQUIM","MCTIC","radio","Tefé","1304203","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5295","SISTEMA DE COMUNICACAO AM PRODUCOES E EVENTOS LTDA","MCTIC","radio","Tefé","1304203","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"12234","RÁDIO ALTERNATIVA FM","Atlas da Notícia","radio","Tefé","1304203","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12286","RÁDIO EDUCAÇÃO RURAL DE TEFÉ","Atlas da Notícia","radio","Tefé","1304203","AM","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"15008","RADIO MANGANêS FM","Atlas da Notícia","radio","Serra do Navio","1600055","AP","Norte","1 a 5 colaboradores","semanal","Fechado","2020-11-27T01:03:49Z","2018-05"
"5307","RADIODIFUSAO AGUA DOCE LTDA.","Atlas da Notícia","radio","Calçoene","1600204","AP","Norte","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"14134","RáDIO COMUNITáRIA ARAGUARI","Atlas da Notícia","radio","Ferreira Gomes","1600238","AP","Norte","Um colaborador (operação individual/blog)","semanal","Ativo","2019-12-01T21:54:01Z",""
"5301","TROPICAL RADIODIFUSAO LTDA","Atlas da Notícia","radio","Macapá","1600303","AP","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5302","RADIO AMAZONIA LTDA","Atlas da Notícia","radio","Macapá","1600303","AP","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5304","FUNDACAO EDUCADORA SAO JOSE","MCTIC","radio","Macapá","1600303","AP","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5305","FUNDACAO CULTURAL E ASSISTENCIAL DIARIO DO AMAPA","MCTIC","radio","Macapá","1600303","AP","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5306","FUNDACAO CULTURAL E ASSISTENCIAL AGUA VIVA","MCTIC","radio","Macapá","1600303","AP","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5312","RADIO MARCO ZERO LTDA","Atlas da Notícia","radio","Macapá","1600303","AP","Norte","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"5315","Z SISTEMA EQUATORIAL DE COMUNICACOES LTDA","MCTIC","radio","Macapá","1600303","AP","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5316","REDE AMAPAENSE DE RADIODIFUSAO LTDA","Atlas da Notícia","radio","Macapá","1600303","AP","Norte","30 a 59 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"13427","RÁDIO CIDADE 101 FM","Atlas da Notícia","radio","Macapá","1600303","AP","Norte","","diária","Ativo","2019-11-19T02:40:10Z",""
"16028","BEIJA- FLOR RADIODIFUSãO LTDA","Atlas da Notícia","radio","Macapá","1600303","AP","Norte","","","Ativo","2021-01-14T01:53:20Z",""
"5311","BEIJA FLOR RADIODIFUSAO LTDA","MCTIC","radio","Oiapoque","1600501","AP","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"14814","OIAPOQUE FM","Atlas da Notícia","radio","Oiapoque","1600501","AP","Norte","10 a 29 colaboradores","diária","Ativo","2020-11-18T18:45:28Z",""
"15004","RáDIO PIUARA","Atlas da Notícia","radio","Porto Grande","1600535","AP","Norte","6 a 9 colaboradores","diária","Fechado","2020-11-26T04:54:03Z","2019-01"
"14815","RáDIO ONDA LIVRE","Atlas da Notícia","radio","Santana","1600600","AP","Norte","10 a 29 colaboradores","contínua","Ativo","2020-11-18T19:19:29Z",""
"8135","FUNDACAO DE COMUNICACAO EDUCATIVA E CULTURAL NOSSA SENHORA DA CONCEICAO","MCTIC","radio","Abaetetuba","1500107","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8192","BRASIL AMAZONIA COMUNICACAO E EMPREENDIMENTOS LTDA","MCTIC","radio","Abaetetuba","1500107","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"17572","RADIO AFUá FM","Atlas da Notícia","radio","Afuá","1500305","PA","Norte","","diária","Ativo","2023-05-29T14:33:17Z",""
"8072","RADIO XIMANGO LTDA","MCTIC","radio","Alenquer","1500404","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"17574","RADIO PRIME FM","Atlas da Notícia","radio","Almeirim","1500503","PA","Norte","","diária","Ativo","2023-05-29T14:47:32Z",""
"8063","REDE DE RADIO E TELEVISÃO VALE DO XINGU LTDA","Atlas da Notícia","radio","Altamira","1500602","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8076","RADIO RURAL DE ALTAMIRA LTDA","","radio","Altamira","1500602","PA","Norte","1 a 5 colaboradores","diária","Fechado","2019-10-22T00:33:45Z","2020-07"
"8084","RADIO JORNAL DA TRANSAMAZONICA LTDA","MCTIC","radio","Altamira","1500602","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8102","RADIO ALVORADA LTDA","MCTIC","radio","Ananindeua","1500800","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"15044","RADIO UNAMA FM","Atlas da Notícia","radio","Ananindeua","1500800","PA","Norte","6 a 9 colaboradores","diária","Ativo","2020-11-30T19:08:25Z",""
"17575","RADIO CIDADE FM","Atlas da Notícia","radio","Anapu","1500859","PA","Norte","","diária","Ativo","2023-05-29T14:52:49Z",""
"17576","RADIO ROOLIM FM","Atlas da Notícia","radio","Anapu","1500859","PA","Norte","","diária","Ativo","2023-05-29T14:58:38Z",""
"8193","FUNDACAO BARCARENA DE COMUNICACAO E ASSISTENCIA SOCIAL","MCTIC","radio","Barcarena","1501303","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8053","VL RADIODIFUSAO S/C LTDA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8054","UNIVERSIDADE FEDERAL DO PARA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8056","TELEVISAO LIBERAL LTDA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8057","SISTEMA ROMULO MAIORANA DE RADIODIFUSAO LTDA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8064","REDE DE RADIO E TELEVISAO ESTACAO PARA LTDA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8068","RAULAND BELEM SOM LTDA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8088","RADIO GUAJARA LTDA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8100","RADIO CIDADE MORENA FM LTDA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8103","PROVINCIA FM STEREO LTDA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8128","G. C. COMUNICACAO LTDA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8131","FUNDACAO NAZARE DE COMUNICACAO","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8133","FUNDACAO INSTITUTO PARA O DESENVOLVIMENTO DA AMAZONIA - FIDESA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8134","FUNDACAO EDUCATIVA E CULTURAL AMAZONIA VIVA","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"8136","FUNDACAO ALDO CARVALHO DE COMUNICACAO SOCIAL","MCTIC","radio","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
