"id","Nome do Veículo","Fonte","Segmento","Município","Cód Mun. (IBGE)","UF","Região","Núm. Funcionários","Periodicidade","Ativo","Data de Atualização","Data de Fechamento"
"17305","JORNAL O ALTO ACRE","Atlas da Notícia","impresso","Brasiléia","1200104","AC","Norte","","diária","Ativo","2023-05-05T14:07:32Z",""
"14030","JURUÁ EM TEMPO","Atlas da Notícia","impresso","Cruzeiro do Sul","1200203","AC","Norte","1 a 5 colaboradores","diária","Ativo","2019-11-25T04:41:23Z",""
"14068","VOZ DO NORTE","Atlas da Notícia","impresso","Cruzeiro do Sul","1200203","AC","Norte","","diária","Fechado","2019-11-26T00:13:43Z","2018-01"
"9","PAGINA 20","Atlas da Notícia","impresso","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"10","A GAZETA","Atlas da Notícia","impresso","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5114","A GAZETA DO ACRE","Atlas da Notícia","impresso","Rio Branco","1200401","AC","Norte","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"5116","O RIO BRANCO","Atlas da Notícia","impresso","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"5117","A TRIBUNA","Atlas da Notícia","impresso","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5118","OPINIÃO","Atlas da Notícia","impresso","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"11683","JORNAL A GAZETA","Atlas da Notícia","impresso","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"14046","RáDIO CALçADãO","Atlas da Notícia","impresso","Rio Branco","1200401","AC","Norte","","","Ativo","2019-11-25T06:57:01Z",""
"15002","O BARCELENSE","Atlas da Notícia","impresso","Barcelos","1300409","AM","Norte","6 a 9 colaboradores","diária","Ativo","2020-11-26T04:22:57Z",""
"35","JORNAL DO COMMERCIO","Secom/PR","impresso","Manaus","1302603","AM","Norte","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"46","MASKATE","Atlas da Notícia","impresso","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"47","AGORA","Secom/PR","impresso","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"48","AMAZONAS EM TEMPO","Atlas da Notícia","impresso","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"49","DIARIO DO AMAZONAS","Atlas da Notícia","impresso","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"50","EXTRA","Atlas da Notícia","impresso","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5119","A CRÍTICA","Atlas da Notícia","impresso","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5120","DIÁRIO DO AMAZONAS","Atlas da Notícia","impresso","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"11682","JORNAL A CRÍTICA","Atlas da Notícia","impresso","Manaus","1302603","AM","Norte","30 a 59 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"11736","JORNAL MASKATE NEWS","Atlas da Notícia","impresso","Manaus","1302603","AM","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12677","PORTAL D24AM","Atlas da Notícia","impresso","Manaus","1302603","AM","Norte","10 a 29 colaboradores","contínua","Ativo","2019-10-22T00:17:14Z",""
"11803","O SOLIMÕES","Atlas da Notícia","impresso","Tefé","1304203","AM","Norte","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"52","A GAZETA","Atlas da Notícia","impresso","Macapá","1600303","AP","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"55","JORNAL DO DIA","Atlas da Notícia","impresso","Macapá","1600303","AP","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"56","DIARIO DO AMAPA","Atlas da Notícia","impresso","Macapá","1600303","AP","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"57","A GAZETA","Secom/PR","impresso","Macapá","1600303","AP","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"11649","DIÁRIO DO AMAPÁ","Atlas da Notícia","impresso","Macapá","1600303","AP","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"11814","TRIBUNA AMAPAENSE","Atlas da Notícia","impresso","Macapá","1600303","AP","Norte","","semanal","Ativo","2019-10-22T00:33:45Z",""
"16508","FOLHA DE MAZAGãO","Atlas da Notícia","impresso","Mazagão","1600402","AP","Norte","1 a 5 colaboradores","mensal","Fechado","2021-11-15T00:53:43Z","08/02/2018"
"13361","JORNAL CORREIO DE PORTO GRANDE","Atlas da Notícia","impresso","Porto Grande","1600535","AP","Norte","1 a 5 colaboradores","quinzenal","Ativo","2019-11-18T22:12:45Z",""
"17334","RADIO ALVORADA FM","Atlas da Notícia","impresso","Abel Figueiredo","1500131","PA","Norte","","diária","Ativo","2023-05-08T15:12:01Z",""
"1361","DIÁRIO DO PARÁ - FASCÍCULO","Secom/PR","impresso","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1362","DIARIO DO PARA","Atlas da Notícia","impresso","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1363","VOZ DE NAZARE","Atlas da Notícia","impresso","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1364","AMAZONIA (EX AMAZONIA HOJE)","Secom/PR","impresso","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1365","O LIBERAL","Atlas da Notícia","impresso","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1366","PASSAPORTE BELÉM-FASÍCULO DE GASTRONOMIA-DIÁRIO DO PARÁ","Secom/PR","impresso","Belém","1501402","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"4438","DIÁRIO DO PARÁ","Atlas da Notícia","impresso","Belém","1501402","PA","Norte","60 a 119 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"5113","JORNAL PESSOAL","","impresso","Belém","1501402","PA","Norte","1 a 5 colaboradores","quinzenal","Fechado","2019-10-22T00:33:45Z","2018-12"
"12458","JORNAL AMAZÔNIA","Atlas da Notícia","impresso","Belém","1501402","PA","Norte","60 a 119 colaboradores","diária","Ativo","2019-10-22T12:48:36Z",""
"12460","DIÁRIO DO PARÁ","Atlas da Notícia","impresso","Belém","1501402","PA","Norte","Mais de 120 colaboradores","diária","Ativo","2019-10-22T13:36:51Z",""
"12625","JORNAL O LIBERAL - BELéM - PA","Atlas da Notícia","impresso","Belém","1501402","PA","Norte","Mais de 120 colaboradores","diária","Ativo","2019-10-18T13:59:17Z",""
"1367","TRIBUNA DE CAETE","Atlas da Notícia","impresso","Bragança","1501709","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1368","VISÃO NEWS","Secom/PR","impresso","Canaã dos Carajás","1502152","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1369","O INDEPENDENTE","Secom/PR","impresso","Castanhal","1502400","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1370","O EXPRESSO","Secom/PR","impresso","Castanhal","1502400","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1371","JORNAL CORREIO (EX- CORREIO DO TOCANTINS)","Atlas da Notícia","impresso","Marabá","1504208","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1372","OPINIÃO","Secom/PR","impresso","Marabá","1504208","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"11637","CORREIO DE CARAJÁS","Atlas da Notícia","impresso","Marabá","1504208","PA","Norte","30 a 59 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"1373","TRIBUNA DA CALHA NORTE","Atlas da Notícia","impresso","Monte Alegre","1504802","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1374","CORREIO DO PARA","Atlas da Notícia","impresso","Parauapebas","1505536","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1375","O REGIONAL","Atlas da Notícia","impresso","Parauapebas","1505536","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1376","HOJE","Secom/PR","impresso","Parauapebas","1505536","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1377","CARAJAS O JORNAL","Atlas da Notícia","impresso","Parauapebas","1505536","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1378","FOLHA DE CARAJAS","Secom/PR","impresso","Redenção","1506138","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1379","CIDADE","Secom/PR","impresso","Santarém","1506807","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1380","JORNAL DE SANTAREM","Secom/PR","impresso","Santarém","1506807","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1381","GAZETA DE SANTAREM","Atlas da Notícia","impresso","Santarém","1506807","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"1382","O ESTADO DO TAPAJOS","Secom/PR","impresso","Santarém","1506807","PA","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"11752","JORNAL O IMPACTO","Atlas da Notícia","impresso","Santarém","1506807","PA","Norte","6 a 9 colaboradores","semanal","Ativo","2019-10-22T00:33:45Z",""
"2215","DIARIO DE RONDONIA - VOZ REGIONAL","Secom/PR","impresso","Ariquemes","1100023","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2216","NOSSA FOLHA","Secom/PR","impresso","Ariquemes","1100023","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2217","O VALE DO JAMARI","Secom/PR","impresso","Ariquemes","1100023","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2218","A GAZETA DE RONDONIA","Atlas da Notícia","impresso","Cacoal","1100049","RO","Norte","1 a 5 colaboradores","outra","Ativo","2019-10-22T00:33:45Z",""
"2219","TRIBUNA POPULAR","","impresso","Cacoal","1100049","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2221","RONDÔNIA ATUALIDADES","Secom/PR","impresso","Colorado do Oeste","1100064","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2222","FOLHA DE COLORADO","Secom/PR","impresso","Colorado do Oeste","1100064","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2223","O CONE SUL","Secom/PR","impresso","Espigão D'Oeste","1100098","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2224","O MAMORE","","impresso","Guajará-Mirim","1100106","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2225","FOLHA INTERIOR DE RONDONIA","Secom/PR","impresso","Jaru","1100114","RO","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"13960","ACRELANDIA NEWS","Atlas da Notícia","online","Acrelândia","1200013","AC","Norte","1 a 5 colaboradores","contínua","Ativo","2019-11-22T22:51:02Z",""
"13950","DE FRENTE COM A NOTÍCIA","Atlas da Notícia","online","Brasiléia","1200104","AC","Norte","1 a 5 colaboradores","não definida","Ativo","2019-11-22T21:30:02Z",""
"13951","3 DE JULHO NOTÍCIAS","Atlas da Notícia","online","Brasiléia","1200104","AC","Norte","1 a 5 colaboradores","diária","Ativo","2019-11-22T21:38:52Z",""
"13952","BRASILéIA NA FRONTEIRA","Atlas da Notícia","online","Brasiléia","1200104","AC","Norte","1 a 5 colaboradores","diária","Ativo","2019-11-22T21:42:39Z",""
"18526","DESTAK NEWS","Atlas da Notícia","online","Brasiléia","1200104","AC","Norte","1 a 5 colaboradores","diária","Ativo","2023-07-31T23:13:04Z",""
"16733","NOTíCIAS AHORA BUJARI","Atlas da Notícia","online","Bujari","1200138","AC","Norte","Um colaborador (operação individual/blog)","semanal","Ativo","2022-01-17T00:51:33Z",""
"17303","RADIO LíDER CAPIXABA FM","Atlas da Notícia","online","Capixaba","1200179","AC","Norte","","diária","Ativo","2023-05-05T13:49:31Z",""
"17304","JORNAL A VOZ DA FRONTEIRA","Atlas da Notícia","online","Capixaba","1200179","AC","Norte","","diária","Ativo","2023-05-05T13:57:09Z",""
"13193","VOZDONORTE","Atlas da Notícia","online","Cruzeiro do Sul","1200203","AC","Norte","1 a 5 colaboradores","diária","Ativo","2019-11-13T18:57:42Z",""
"13954","JURUá ONLINE","Atlas da Notícia","online","Cruzeiro do Sul","1200203","AC","Norte","10 a 29 colaboradores","diária","Ativo","2019-11-22T21:59:12Z",""
"14031","PORTAL DO JURUá","Atlas da Notícia","online","Cruzeiro do Sul","1200203","AC","Norte","1 a 5 colaboradores","diária","Ativo","2019-11-25T04:49:18Z",""
"14033","TRIBUNA DO JURUÁ","Atlas da Notícia","online","Cruzeiro do Sul","1200203","AC","Norte","1 a 5 colaboradores","diária","Fechado","2019-11-25T04:57:40Z",""
"14034","JURUÁ EM TEMPO","Atlas da Notícia","online","Cruzeiro do Sul","1200203","AC","Norte","","diária","Ativo","2019-11-25T05:02:55Z",""
"14035","FOLHA DO JURUá","Atlas da Notícia","online","Cruzeiro do Sul","1200203","AC","Norte","","diária","Ativo","2019-11-25T05:09:10Z",""
"14037","O ALTO ACRE","Atlas da Notícia","online","Cruzeiro do Sul","1200203","AC","Norte","","diária","Ativo","2019-11-25T05:46:30Z",""
"16734","FEIJó NOTíCIAS","Atlas da Notícia","online","Feijó","1200302","AC","Norte","Um colaborador (operação individual/blog)","diária","Ativo","2022-01-17T01:08:20Z",""
"14038","JORDãO.NET","Atlas da Notícia","online","Jordão","1200328","AC","Norte","","diária","Ativo","2019-11-25T05:51:57Z",""
"16752","MâNCIO LIMA EM FOCO","Atlas da Notícia","online","Mâncio Lima","1200336","AC","Norte","1 a 5 colaboradores","diária","Ativo","2022-01-19T15:07:14Z",""
"17306","JORNAL INFORMATIVO PLÁCIDO","Atlas da Notícia","online","Plácido de Castro","1200385","AC","Norte","","contínua","Ativo","2023-05-05T14:23:13Z",""
"1","PAGINA 20","Secom/PR","online","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"2","EMPRESA O RIO BRANCO","Secom/PR","online","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"3","JORNAL A TRIBUNA","Secom/PR","online","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"4","A GAZETA.NET","Secom/PR","online","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5","AC24HORAS","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"6","CONTILNET NOTÍCIAS","Secom/PR","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"7","ECOS DA NOTÍCIA","Secom/PR","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"8","JORNAL OPINIÃO","Secom/PR","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"4386","A CATRAIA","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"5115","PÁGINA 20","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"11832","AGAZETA.NET","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"11886","ECOS DA NOTÍCIA","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"11947","JORNAL OPINIÃO","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"11994","O RIO BRANCO","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12039","PÁGINA 20","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12760","G1 ACRE","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-29T16:17:55Z",""
"12762","NOTÍCIAS DA HORA","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-29T16:38:45Z",""
"13946","BLOG FABIO PONTES","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","Um colaborador (operação individual/blog)","semanal","Ativo","2019-11-22T16:48:31Z",""
"14042","ACRE EM REVISTA","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-11-25T06:35:39Z",""
"14043","JORNAL DAS RUAS","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","","Fechado","2019-11-25T06:43:02Z","2018-01"
"14044","ECOS DA NOTíCIAS","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-11-25T06:46:23Z",""
"14045","PORTAL DO ROSAS - O ESPELHO DA NOTíCIA","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","semanal","Ativo","2019-11-25T06:53:19Z",""
"14047","NOTíCIAS DA HORA - RIO BRANCO - AC","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","diária","Ativo","2019-11-25T07:03:43Z",""
"14717","JORNAL O RIO BRANCO","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","10 a 29 colaboradores","diária","Ativo","2020-11-13T19:57:54Z",""
"15019","ACREMIN","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","","quinzenal","Ativo","2020-11-27T18:26:22Z",""
"15028","AC 24 HORAS","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","10 a 29 colaboradores","contínua","Ativo","2020-11-28T04:46:41Z",""
"15029","ACRE NOTíCIAS","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","10 a 29 colaboradores","contínua","Ativo","2020-11-28T05:04:07Z",""
"15031","AGêNCIA DE NOTíCIAS DO ACRE","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","10 a 29 colaboradores","contínua","Ativo","2020-11-28T05:25:29Z",""
"15108","ACREAOVIVO.COM","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","10 a 29 colaboradores","contínua","Ativo","2020-12-05T05:20:31Z",""
"15937","FOLHA DO ACRE","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","1 a 5 colaboradores","contínua","Ativo","2021-01-12T15:03:19Z",""
"18441","VARADOURO","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","1 a 5 colaboradores","semanal","Ativo","2023-07-10T15:37:37Z",""
"18531","ACRE AGORA","Atlas da Notícia","online","Rio Branco","1200401","AC","Norte","1 a 5 colaboradores","diária","Ativo","2023-07-31T23:37:59Z",""
"14193","PORTAL QUINARI","Atlas da Notícia","online","Senador Guiomard","1200450","AC","Norte","1 a 5 colaboradores","diária","Ativo","2019-12-30T04:39:22Z",""
"13957","SENA ONLINE","Atlas da Notícia","online","Sena Madureira","1200500","AC","Norte","1 a 5 colaboradores","diária","Ativo","2019-11-22T22:29:39Z",""
"13958","PORTAL TARAUACá","Atlas da Notícia","online","Tarauacá","1200609","AC","Norte","1 a 5 colaboradores","diária","Ativo","2019-11-22T22:37:51Z",""
"18263","PORTAL ALVARãES NOTíCIAS","Atlas da Notícia","online","Alvarães","1300029","AM","Norte","","não definida","Ativo","2023-06-30T03:40:00Z",""
"12832","PORTAL JUMA","Atlas da Notícia","online","Apuí","1300144","AM","Norte","","diária","Ativo","2019-11-01T13:19:16Z",""
"4471","JAMBO VERDE","Atlas da Notícia","online","Atalaia do Norte","1300201","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"18530","PORTAL BARCELOS NA NET","Atlas da Notícia","online","Barcelos","1300409","AM","Norte","1 a 5 colaboradores","diária","Ativo","2023-07-31T23:32:13Z",""
"18556","BARREIRINHA EM DESTAQUE","Atlas da Notícia","online","Barreirinha","1300508","AM","Norte","1 a 5 colaboradores","diária","Ativo","2023-08-01T22:50:10Z",""
"18130","MINUTO CAREIRO DE VáRZEA","Atlas da Notícia","online","Careiro da Várzea","1301159","AM","Norte","Um colaborador (operação individual/blog)","não definida","Ativo","2023-06-29T02:20:25Z",""
"18131","JORNAL INFORMATIVO CODAJáS","Atlas da Notícia","online","Codajás","1301308","AM","Norte","","não definida","Ativo","2023-06-29T02:23:48Z",""
"16424","ENVIRA NEWS","Atlas da Notícia","online","Envira","1301506","AM","Norte","1 a 5 colaboradores","diária","Ativo","2021-10-29T23:19:09Z",""
"13011","ACRITICA DE HUMAITÁ - HUMAITá - AM","Atlas da Notícia","online","Humaitá","1301704","AM","Norte","1 a 5 colaboradores","contínua","Ativo","2019-11-07T11:44:35Z",""
"29","FATO AMAZÔNICO","Atlas da Notícia","online","Iranduba","1301852","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"12087","VANGUARDA AMAZONENSE","Atlas da Notícia","online","Iranduba","1301852","AM","Norte","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"16662","JORNAL ITAPIRANGA AM","Atlas da Notícia","online","Itapiranga","1302009","AM","Norte","1 a 5 colaboradores","contínua","Ativo","2021-12-23T00:21:25Z",""
"18133","JORNAL E REVISTA PROGRESSO DA AMAZôNIA","Atlas da Notícia","online","Lábrea","1302405","AM","Norte","","","Fechado","2023-06-29T03:03:07Z","28 de fevereiro de 2021"
"18539","AJK NOTíCIAS","Atlas da Notícia","online","Manacapuru","1302504","AM","Norte","1 a 5 colaboradores","diária","Ativo","2023-08-01T00:19:02Z",""
"12674","BLOG DO MARIO ADOLFO","Atlas da Notícia","online","Manaquiri","1302553","AM","Norte","10 a 29 colaboradores","contínua","Ativo","2019-10-21T23:13:03Z",""
"30","BRASIL NORTE COMUNICAÇÃO","Atlas da Notícia","online","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"31","D24AM (EX - DIARIO DO AMAZONAS - DEZ MINUTOS)","Secom/PR","online","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"33","PORTAL DO MARCOS SANTOS","Secom/PR","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"34","PORTAL DO AMAZONAS","Secom/PR","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"36","A CRITICA - MANAUS - AM","Secom/PR","online","Manaus","1302603","AM","Norte","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"37","CORREIO DA AMAZÔNIA","Secom/PR","online","Manaus","1302603","AM","Norte","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"38","ROTEIRO AMAZÔNICO","Secom/PR","online","Manaus","1302603","AM","Norte","","não definida","Ativo","2019-10-22T00:33:45Z",""
"39","PORTAL DO HOLANDA","Secom/PR","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"40","PORTAL AMAZÔNIA","Secom/PR","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"41","AMAZONAS E MAIS","Secom/PR","online","Manaus","1302603","AM","Norte","","não definida","Ativo","2019-10-22T00:33:45Z",""
"42","MANAUS ALERTA","Secom/PR","online","Manaus","1302603","AM","Norte","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"43","BLOG DO MARCELL MOTA","Secom/PR","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"44","PORTAL AGORA AMAZONAS","Secom/PR","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"45","JORNAL DO COMMERCIO","Atlas da Notícia","online","Manaus","1302603","AM","Norte","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"51","A CRITICA","Secom/PR","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"4393","AGÊNCIA AMAZÔNIA REAL","Atlas da Notícia","online","Manaus","1302603","AM","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"4399","AMAZONAS ATUAL","Atlas da Notícia","online","Manaus","1302603","AM","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"4400","AMAZONIA REAL","Atlas da Notícia","online","Manaus","1302603","AM","Norte","","outra","Ativo","2019-10-22T00:33:45Z",""
"11837","AMAZONAS1","Atlas da Notícia","online","Manaus","1302603","AM","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"11838","AMAZÔNIA NA REDE","Atlas da Notícia","online","Manaus","1302603","AM","Norte","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"11857","BLOG DO HIEL LEVY","Atlas da Notícia","online","Manaus","1302603","AM","Norte","Um colaborador (operação individual/blog)","diária","Ativo","2019-10-22T00:33:45Z",""
"11863","BNC AMAZONAS","Atlas da Notícia","online","Manaus","1302603","AM","Norte","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"11879","D24AM","Atlas da Notícia","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"11890","FATO AMAZÔNICO","Atlas da Notícia","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"11974","NO AMAZONAS É ASSIM","Atlas da Notícia","online","Manaus","1302603","AM","Norte","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12012","PORTAAL AM NEWS","Atlas da Notícia","online","Manaus","1302603","AM","Norte","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12013","PORTAL AMAZON NEWS","Atlas da Notícia","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12014","PORTAL AMAZONAS NEWS","Atlas da Notícia","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12019","PORTAL DE NÓTÍCIAS CLEISON SANTOS","Atlas da Notícia","online","Manaus","1302603","AM","Norte","Um colaborador (operação individual/blog)","diária","Ativo","2019-10-22T00:33:45Z",""
"12021","PORTAL EM TEMPO","Atlas da Notícia","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12034","PORTAL TUCUMÃ","Atlas da Notícia","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12042","RADAR AMAZÔNICO","Atlas da Notícia","online","Manaus","1302603","AM","Norte","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12055","RÁDIO A GAZETA DA TARDE","Atlas da Notícia","online","Manaus","1302603","AM","Norte","","diária","Ativo","2019-10-22T00:33:45Z",""
"12058","RÁDIO WEB COOPNEWS","Atlas da Notícia","online","Manaus","1302603","AM","Norte","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12670","PORTAL PROJETA","Atlas da Notícia","online","Manaus","1302603","AM","Norte","10 a 29 colaboradores","diária","Ativo","2019-10-21T18:14:10Z",""
"12675","BLOG DO HIELLEVY","Atlas da Notícia","online","Manaus","1302603","AM","Norte","10 a 29 colaboradores","contínua","Ativo","2019-10-21T23:33:13Z",""
