MUNICIPIO,CNAE,TOTAL
"RIO BRANCO","4789005","32"
"RIO BRANCO","4789004","41"
"RIO BRANCO","4789003","8"
"RIO BRANCO","4789002","24"
"RIO BRANCO","4789001","67"
"RIO BRANCO","4785799","6"
"RIO BRANCO","4783102","25"
"RIO BRANCO","4783101","65"
"RIO BRANCO","4782202","7"
"RIO BRANCO","4782201","102"
"RIO BRANCO","4781400","2146"
"RIO BRANCO","4774100","38"
"RIO BRANCO","4773300","21"
"RIO BRANCO","4772500","287"
"RIO BRANCO","4771704","1"
"RIO BRANCO","4763604","8"
"RIO BRANCO","4763603","18"
"RIO BRANCO","4763602","36"
"RIO BRANCO","4763601","37"
"RIO BRANCO","4762800","1"
"RIO BRANCO","4761003","27"
"RIO BRANCO","4761002","3"
"RIO BRANCO","4761001","13"
"RIO BRANCO","4759899","41"
"RIO BRANCO","4759801","9"
"RIO BRANCO","4757100","50"
"RIO BRANCO","4756300","3"
"RIO BRANCO","4755503","86"
"RIO BRANCO","4755502","55"
"RIO BRANCO","4755501","3"
"RIO BRANCO","4754703","2"
"RIO BRANCO","4754702","15"
"RIO BRANCO","4754701","18"
"RIO BRANCO","4753900","27"
"RIO BRANCO","4752100","148"
"RIO BRANCO","4751202","2"
"RIO BRANCO","4751201","83"
"RIO BRANCO","4744099","73"
"RIO BRANCO","4744004","11"
"RIO BRANCO","4744003","3"
"RIO BRANCO","4744002","11"
"RIO BRANCO","4744001","15"
"RIO BRANCO","4743100","34"
"RIO BRANCO","4742300","10"
"RIO BRANCO","4741500","2"
"RIO BRANCO","4732600","6"
"RIO BRANCO","4729699","162"
"RIO BRANCO","4729601","30"
"RIO BRANCO","4724500","104"
"RIO BRANCO","4723700","697"
"RIO BRANCO","4722902","25"
"RIO BRANCO","4722901","67"
"RIO BRANCO","4721104","13"
"RIO BRANCO","4721103","16"
"RIO BRANCO","4721102","42"
"RIO BRANCO","4713002","63"
"RIO BRANCO","4712100","482"
"RIO BRANCO","4543900","81"
"RIO BRANCO","4541207","3"
"RIO BRANCO","4541206","52"
"RIO BRANCO","4530705","2"
"RIO BRANCO","4530704","18"
"RIO BRANCO","4530703","64"
"RIO BRANCO","4520008","2"
"RIO BRANCO","4520007","41"
"RIO BRANCO","4520006","54"
"RIO BRANCO","4520005","114"
"RIO BRANCO","4520003","30"
"RIO BRANCO","4520002","89"
"RIO BRANCO","4520001","199"
"RIO BRANCO","4399199","8"
"RIO BRANCO","4399105","2"
"RIO BRANCO","4399103","294"
"RIO BRANCO","4330499","19"
"RIO BRANCO","4330405","9"
"RIO BRANCO","4330404","102"
"RIO BRANCO","4330403","25"
"RIO BRANCO","4330402","6"
"RIO BRANCO","4329104","2"
"RIO BRANCO","4329103","3"
"RIO BRANCO","4329101","7"
"RIO BRANCO","4322303","2"
"RIO BRANCO","4322302","215"
"RIO BRANCO","4322301","10"
"RIO BRANCO","4321500","261"
"RIO BRANCO","3831999","4"
"RIO BRANCO","3831901","14"
"RIO BRANCO","3811400","5"
"RIO BRANCO","3702900","5"
"RIO BRANCO","3600602","18"
"RIO BRANCO","3329501","21"
"RIO BRANCO","3321000","8"
"RIO BRANCO","3319800","11"
"RIO BRANCO","3314799","3"
"RIO BRANCO","3314720","2"
"RIO BRANCO","3314719","1"
"RIO BRANCO","3314712","2"
"RIO BRANCO","3314711","9"
"RIO BRANCO","3314710","6"
"RIO BRANCO","3314709","1"
"RIO BRANCO","3314707","27"
"RIO BRANCO","3314706","1"
"RIO BRANCO","3314702","2"
"RIO BRANCO","3314701","1"
"RIO BRANCO","3313999","2"
"RIO BRANCO","3313901","13"
"RIO BRANCO","3311200","3"
"RIO BRANCO","3299099","61"
"RIO BRANCO","3299006","2"
"RIO BRANCO","3299004","4"
"RIO BRANCO","3299003","1"
"RIO BRANCO","3299002","1"
"RIO BRANCO","3292202","1"
"RIO BRANCO","3291400","7"
"RIO BRANCO","3240099","1"
"RIO BRANCO","3212400","18"
"RIO BRANCO","3211603","1"
"RIO BRANCO","3211602","1"
"RIO BRANCO","3104700","1"
"RIO BRANCO","3103900","18"
"RIO BRANCO","3102100","5"
"RIO BRANCO","3101200","94"
"RIO BRANCO","2950600","5"
"RIO BRANCO","2740602","1"
"RIO BRANCO","2599399","5"
"RIO BRANCO","2599301","9"
"RIO BRANCO","2543800","5"
"RIO BRANCO","2542000","87"
"RIO BRANCO","2541100","2"
"RIO BRANCO","2539001","23"
"RIO BRANCO","2532201","1"
"RIO BRANCO","2512800","8"
"RIO BRANCO","2399101","4"
"RIO BRANCO","2391503","23"
"RIO BRANCO","2349499","8"
"RIO BRANCO","2330399","8"
"RIO BRANCO","2319200","1"
"RIO BRANCO","2229399","4"
"RIO BRANCO","2219600","2"
"RIO BRANCO","1822901","2"
"RIO BRANCO","1821100","16"
"RIO BRANCO","1813099","11"
"RIO BRANCO","1813001","32"
"RIO BRANCO","1749400","22"
"RIO BRANCO","1731100","1"
"RIO BRANCO","1629302","1"
"RIO BRANCO","1629301","18"
"RIO BRANCO","1623400","1"
"RIO BRANCO","1622699","22"
"RIO BRANCO","1539400","1"
"RIO BRANCO","1531902","1"
"RIO BRANCO","1529700","4"
"RIO BRANCO","1521100","1"
"RIO BRANCO","1422300","2"
"RIO BRANCO","1414200","1"
"RIO BRANCO","1413403","4"
"RIO BRANCO","1412603","14"
"RIO BRANCO","1412602","81"
"RIO BRANCO","1412601","57"
"RIO BRANCO","1411802","1"
"RIO BRANCO","1411801","2"
"RIO BRANCO","1359600","20"
"RIO BRANCO","1352900","25"
"RIO BRANCO","1351100","2"
"RIO BRANCO","1340599","10"
"RIO BRANCO","1340501","3"
"RIO BRANCO","1322700","1"
"RIO BRANCO","1220499","2"
"RIO BRANCO","1122403","3"
"RIO BRANCO","1099604","3"
"RIO BRANCO","1096100","25"
"RIO BRANCO","1095300","10"
"RIO BRANCO","1094500","19"
"RIO BRANCO","1093702","6"
"RIO BRANCO","1093701","8"
"RIO BRANCO","1092900","4"
"RIO BRANCO","1091102","121"
"RIO BRANCO","1091101","35"
"RIO BRANCO","1065101","3"
"RIO BRANCO","1063500","9"
"RIO BRANCO","1052000","2"
"RIO BRANCO","1033302","5"
"RIO BRANCO","1031700","17"
"RIO BRANCO","1013901","2"
"RIO BRANCO","0322104","3"
"RIO BRANCO","0161003","39"
"RIO BRANCO","0161002","5"
"RIO BRANCO","0159802","9"
"RIO BRANCO","0121101","8"
"RODRIGUES ALVES","9609299","1"
"RODRIGUES ALVES","9602501","2"
"RODRIGUES ALVES","9512600","1"
"RODRIGUES ALVES","9329899","1"
"RODRIGUES ALVES","8599604","1"
"RODRIGUES ALVES","8592999","1"
"RODRIGUES ALVES","8592903","1"
"RODRIGUES ALVES","8291100","1"
"RODRIGUES ALVES","8230002","1"
"RODRIGUES ALVES","8230001","1"
"RODRIGUES ALVES","8129000","1"
"RODRIGUES ALVES","7912100","1"
"RODRIGUES ALVES","7420004","1"
"RODRIGUES ALVES","7319099","1"
"RODRIGUES ALVES","7319002","10"
"RODRIGUES ALVES","5620104","3"
"RODRIGUES ALVES","5620102","1"
"RODRIGUES ALVES","5612100","2"
"RODRIGUES ALVES","5611205","14"
"RODRIGUES ALVES","5611204","13"
"RODRIGUES ALVES","5611203","1"
"RODRIGUES ALVES","5611201","9"
"RODRIGUES ALVES","5590699","1"
"RODRIGUES ALVES","5212500","1"
"RODRIGUES ALVES","5099899","3"
"RODRIGUES ALVES","5091202","3"
"RODRIGUES ALVES","4930201","1"
"RODRIGUES ALVES","4924800","1"
"RODRIGUES ALVES","4923001","1"
"RODRIGUES ALVES","4789007","1"
"RODRIGUES ALVES","4789004","1"
"RODRIGUES ALVES","4789002","1"
"RODRIGUES ALVES","4789001","1"
"RODRIGUES ALVES","4782201","3"
"RODRIGUES ALVES","4781400","24"
"RODRIGUES ALVES","4774100","2"
"RODRIGUES ALVES","4763604","1"
"RODRIGUES ALVES","4763603","2"
"RODRIGUES ALVES","4761003","1"
"RODRIGUES ALVES","4755503","1"
"RODRIGUES ALVES","4755502","4"
"RODRIGUES ALVES","4751201","2"
"RODRIGUES ALVES","4744002","1"
"RODRIGUES ALVES","4729699","3"
"RODRIGUES ALVES","4724500","2"
"RODRIGUES ALVES","4723700","8"
"RODRIGUES ALVES","4722901","3"
"RODRIGUES ALVES","4721103","3"
"RODRIGUES ALVES","4721102","2"
"RODRIGUES ALVES","4712100","12"
"RODRIGUES ALVES","4543900","1"
"RODRIGUES ALVES","4541206","4"
"RODRIGUES ALVES","4530703","2"
"RODRIGUES ALVES","4520006","2"
"RODRIGUES ALVES","4520005","3"
"RODRIGUES ALVES","4520002","1"
"RODRIGUES ALVES","4520001","1"
"RODRIGUES ALVES","4399105","1"
"RODRIGUES ALVES","4330499","1"
"RODRIGUES ALVES","4330404","2"
"RODRIGUES ALVES","4321500","2"
"RODRIGUES ALVES","3600602","1"
"RODRIGUES ALVES","3317102","1"
"RODRIGUES ALVES","3299099","1"
"RODRIGUES ALVES","3101200","1"
"RODRIGUES ALVES","2542000","1"
"RODRIGUES ALVES","2539001","1"
"RODRIGUES ALVES","1629301","1"
"RODRIGUES ALVES","1622699","1"
"RODRIGUES ALVES","1531902","1"
"RODRIGUES ALVES","1412602","3"
"RODRIGUES ALVES","1091101","2"
"RODRIGUES ALVES","1033301","1"
"RODRIGUES ALVES","1031700","1"
"SANTA ROSA DO PURUS","9602501","4"
"SANTA ROSA DO PURUS","9521500","2"
"SANTA ROSA DO PURUS","9512600","1"
"SANTA ROSA DO PURUS","9329803","1"
"SANTA ROSA DO PURUS","8219999","1"
"SANTA ROSA DO PURUS","7319002","1"
"SANTA ROSA DO PURUS","5620104","2"
"SANTA ROSA DO PURUS","5620101","1"
"SANTA ROSA DO PURUS","5611205","1"
"SANTA ROSA DO PURUS","5611204","1"
"SANTA ROSA DO PURUS","5611203","3"
"SANTA ROSA DO PURUS","5611201","2"
"SANTA ROSA DO PURUS","4781400","6"
"SANTA ROSA DO PURUS","4763604","1"
"SANTA ROSA DO PURUS","4755503","1"
"SANTA ROSA DO PURUS","4755502","1"
"SANTA ROSA DO PURUS","4751201","1"
"SANTA ROSA DO PURUS","4723700","3"
"SANTA ROSA DO PURUS","4722901","1"
"SANTA ROSA DO PURUS","4713002","1"
"SANTA ROSA DO PURUS","4712100","7"
"SANTA ROSA DO PURUS","4543900","3"
"SANTA ROSA DO PURUS","4541206","1"
"SANTA ROSA DO PURUS","4399103","1"
"SANTA ROSA DO PURUS","4322302","2"
"SANTA ROSA DO PURUS","4321500","1"
"SANTA ROSA DO PURUS","2542000","1"
"SANTA ROSA DO PURUS","1412603","1"
"SANTA ROSA DO PURUS","1412602","1"
"SANTA ROSA DO PURUS","1096100","1"
"SANTA ROSA DO PURUS","1091101","1"
"SENA MADUREIRA","9700500","1"
"SENA MADUREIRA","9609207","1"
"SENA MADUREIRA","9609206","2"
"SENA MADUREIRA","9602502","10"
"SENA MADUREIRA","9602501","42"
"SENA MADUREIRA","9529199","1"
"SENA MADUREIRA","9529104","1"
"SENA MADUREIRA","9521500","1"
"SENA MADUREIRA","9512600","3"
"SENA MADUREIRA","9511800","8"
"SENA MADUREIRA","9001906","1"
"SENA MADUREIRA","8712300","1"
"SENA MADUREIRA","8599699","2"
"SENA MADUREIRA","8599604","8"
"SENA MADUREIRA","8299707","1"
"SENA MADUREIRA","8291100","2"
"SENA MADUREIRA","8230002","1"
"SENA MADUREIRA","8230001","4"
"SENA MADUREIRA","8219999","5"
"SENA MADUREIRA","8219901","2"
"SENA MADUREIRA","8130300","1"
"SENA MADUREIRA","8129000","2"
"SENA MADUREIRA","7729202","1"
"SENA MADUREIRA","7420001","1"
"SENA MADUREIRA","7319002","44"
"SENA MADUREIRA","5912099","2"
"SENA MADUREIRA","5819100","4"
"SENA MADUREIRA","5812302","1"
"SENA MADUREIRA","5620104","41"
"SENA MADUREIRA","5620102","2"
"SENA MADUREIRA","5612100","9"
"SENA MADUREIRA","5611205","16"
"SENA MADUREIRA","5611204","4"
"SENA MADUREIRA","5611203","19"
"SENA MADUREIRA","5611201","13"
"SENA MADUREIRA","5590699","1"
"SENA MADUREIRA","5320201","1"
"SENA MADUREIRA","5229099","1"
"SENA MADUREIRA","5099899","2"
"SENA MADUREIRA","4930202","1"
"SENA MADUREIRA","4930201","3"
"SENA MADUREIRA","4929902","1"
"SENA MADUREIRA","4929901","1"
"SENA MADUREIRA","4924800","2"
"SENA MADUREIRA","4923001","5"
"SENA MADUREIRA","4789099","7"
"SENA MADUREIRA","4789005","1"
"SENA MADUREIRA","4789003","1"
"SENA MADUREIRA","4789002","2"
"SENA MADUREIRA","4783102","3"
"SENA MADUREIRA","4783101","4"
"SENA MADUREIRA","4782201","6"
"SENA MADUREIRA","4781400","188"
"SENA MADUREIRA","4774100","3"
"SENA MADUREIRA","4772500","28"
"SENA MADUREIRA","4763604","1"
"SENA MADUREIRA","4763603","2"
"SENA MADUREIRA","4763601","3"
"SENA MADUREIRA","4761001","1"
"SENA MADUREIRA","4759899","1"
"SENA MADUREIRA","4759801","2"
"SENA MADUREIRA","4757100","3"
"SENA MADUREIRA","4756300","2"
"SENA MADUREIRA","4755503","10"
"SENA MADUREIRA","4755502","5"
"SENA MADUREIRA","4753900","5"
"SENA MADUREIRA","4752100","5"
"SENA MADUREIRA","4751201","3"
"SENA MADUREIRA","4744099","3"
"SENA MADUREIRA","4744001","1"
"SENA MADUREIRA","4743100","1"
"SENA MADUREIRA","4742300","2"
"SENA MADUREIRA","4729699","9"
"SENA MADUREIRA","4729601","3"
"SENA MADUREIRA","4724500","2"
"SENA MADUREIRA","4723700","29"
"SENA MADUREIRA","4722902","2"
"SENA MADUREIRA","4722901","13"
"SENA MADUREIRA","4721104","1"
"SENA MADUREIRA","4721102","2"
"SENA MADUREIRA","4713002","1"
"SENA MADUREIRA","4712100","66"
"SENA MADUREIRA","4543900","5"
"SENA MADUREIRA","4541206","13"
"SENA MADUREIRA","4530704","1"
"SENA MADUREIRA","4530703","5"
"SENA MADUREIRA","4520007","2"
"SENA MADUREIRA","4520006","3"
"SENA MADUREIRA","4520005","13"
"SENA MADUREIRA","4520002","1"
"SENA MADUREIRA","4520001","1"
"SENA MADUREIRA","4399103","13"
"SENA MADUREIRA","4330404","5"
"SENA MADUREIRA","4330403","1"
"SENA MADUREIRA","4329105","1"
"SENA MADUREIRA","4322303","1"
"SENA MADUREIRA","4322302","5"
"SENA MADUREIRA","4321500","9"
"SENA MADUREIRA","3832700","1"
"SENA MADUREIRA","3314707","2"
"SENA MADUREIRA","3299099","3"
"SENA MADUREIRA","3230200","1"
"SENA MADUREIRA","3101200","6"
"SENA MADUREIRA","2950600","1"
"SENA MADUREIRA","2543800","1"
"SENA MADUREIRA","2542000","4"
"SENA MADUREIRA","2532201","2"
"SENA MADUREIRA","1813099","1"
"SENA MADUREIRA","1629301","1"
"SENA MADUREIRA","1622699","2"
"SENA MADUREIRA","1529700","2"
"SENA MADUREIRA","1422300","1"
"SENA MADUREIRA","1413403","1"
"SENA MADUREIRA","1412603","1"
"SENA MADUREIRA","1412602","12"
"SENA MADUREIRA","1412601","1"
"SENA MADUREIRA","1340501","1"
"SENA MADUREIRA","1099604","1"
"SENA MADUREIRA","1094500","1"
"SENA MADUREIRA","1091102","2"
"SENA MADUREIRA","1091101","6"
"SENA MADUREIRA","1063500","3"
"SENA MADUREIRA","1031700","3"
"SENA MADUREIRA","0161003","3"
"SENA MADUREIRA","0121101","1"
"SENADOR GUIOMARD","9700500","8"
"SENADOR GUIOMARD","9609208","2"
"SENADOR GUIOMARD","9602502","5"
"SENADOR GUIOMARD","9602501","52"
"SENADOR GUIOMARD","9529104","2"
"SENADOR GUIOMARD","9521500","3"
"SENADOR GUIOMARD","9512600","2"
"SENADOR GUIOMARD","9511800","8"
"SENADOR GUIOMARD","9001902","1"
"SENADOR GUIOMARD","8712300","2"
"SENADOR GUIOMARD","8599699","6"
"SENADOR GUIOMARD","8599605","2"
"SENADOR GUIOMARD","8599604","3"
"SENADOR GUIOMARD","8599603","1"
"SENADOR GUIOMARD","8592999","3"
"SENADOR GUIOMARD","8291100","2"
"SENADOR GUIOMARD","8230001","9"
"SENADOR GUIOMARD","8219999","12"
"SENADOR GUIOMARD","8130300","1"
"SENADOR GUIOMARD","7912100","9"
"SENADOR GUIOMARD","7911200","9"
"SENADOR GUIOMARD","7732201","1"
"SENADOR GUIOMARD","7731400","1"
"SENADOR GUIOMARD","7729201","1"
"SENADOR GUIOMARD","7719599","1"
"SENADOR GUIOMARD","7420001","4"
"SENADOR GUIOMARD","7319099","3"
"SENADOR GUIOMARD","7319002","20"
"SENADOR GUIOMARD","5912099","2"
"SENADOR GUIOMARD","5819100","2"
"SENADOR GUIOMARD","5812301","2"
"SENADOR GUIOMARD","5620104","11"
"SENADOR GUIOMARD","5620102","1"
"SENADOR GUIOMARD","5620101","1"
"SENADOR GUIOMARD","5612100","7"
"SENADOR GUIOMARD","5611205","6"
"SENADOR GUIOMARD","5611204","18"
"SENADOR GUIOMARD","5611203","29"
"SENADOR GUIOMARD","5611201","11"
"SENADOR GUIOMARD","5590602","1"
"SENADOR GUIOMARD","5320202","2"
"SENADOR GUIOMARD","5320201","1"
"SENADOR GUIOMARD","5229099","1"
"SENADOR GUIOMARD","4930202","4"
"SENADOR GUIOMARD","4930201","6"
"SENADOR GUIOMARD","4929902","1"
"SENADOR GUIOMARD","4929901","1"
"SENADOR GUIOMARD","4924800","1"
"SENADOR GUIOMARD","4789099","6"
"SENADOR GUIOMARD","4789008","1"
"SENADOR GUIOMARD","4789005","1"
"SENADOR GUIOMARD","4789004","2"
"SENADOR GUIOMARD","4789001","2"
"SENADOR GUIOMARD","4782201","6"
"SENADOR GUIOMARD","4781400","109"
"SENADOR GUIOMARD","4774100","3"
"SENADOR GUIOMARD","4773300","12"
"SENADOR GUIOMARD","4772500","16"
"SENADOR GUIOMARD","4763604","1"
"SENADOR GUIOMARD","4763603","1"
"SENADOR GUIOMARD","4763602","4"
"SENADOR GUIOMARD","4763601","1"
"SENADOR GUIOMARD","4761003","1"
"SENADOR GUIOMARD","4761001","1"
"SENADOR GUIOMARD","4759899","1"
"SENADOR GUIOMARD","4755503","9"
"SENADOR GUIOMARD","4755502","7"
"SENADOR GUIOMARD","4755501","3"
"SENADOR GUIOMARD","4753900","3"
"SENADOR GUIOMARD","4752100","4"
"SENADOR GUIOMARD","4751201","5"
"SENADOR GUIOMARD","4744099","6"
"SENADOR GUIOMARD","4744004","4"
"SENADOR GUIOMARD","4744003","1"
"SENADOR GUIOMARD","4744002","3"
"SENADOR GUIOMARD","4744001","2"
"SENADOR GUIOMARD","4743100","1"
"SENADOR GUIOMARD","4741500","1"
"SENADOR GUIOMARD","4732600","1"
"SENADOR GUIOMARD","4729699","11"
"SENADOR GUIOMARD","4724500","9"
"SENADOR GUIOMARD","4723700","48"
"SENADOR GUIOMARD","4722902","2"
"SENADOR GUIOMARD","4722901","9"
"SENADOR GUIOMARD","4721102","4"
"SENADOR GUIOMARD","4713002","3"
"SENADOR GUIOMARD","4712100","35"
"SENADOR GUIOMARD","4543900","5"
"SENADOR GUIOMARD","4541206","2"
"SENADOR GUIOMARD","4530704","2"
"SENADOR GUIOMARD","4530703","8"
"SENADOR GUIOMARD","4520007","3"
"SENADOR GUIOMARD","4520006","6"
"SENADOR GUIOMARD","4520005","6"
"SENADOR GUIOMARD","4520003","1"
"SENADOR GUIOMARD","4520002","2"
"SENADOR GUIOMARD","4520001","6"
"SENADOR GUIOMARD","4399199","1"
"SENADOR GUIOMARD","4399103","12"
"SENADOR GUIOMARD","4330404","4"
"SENADOR GUIOMARD","4330402","4"
"SENADOR GUIOMARD","4322302","7"
"SENADOR GUIOMARD","4322301","2"
"SENADOR GUIOMARD","4321500","21"
"SENADOR GUIOMARD","3329501","2"
"SENADOR GUIOMARD","3321000","1"
"SENADOR GUIOMARD","3314711","1"
"SENADOR GUIOMARD","3314707","2"
"SENADOR GUIOMARD","3313902","1"
"SENADOR GUIOMARD","3299099","3"
"SENADOR GUIOMARD","3292202","1"
"SENADOR GUIOMARD","3101200","16"
"SENADOR GUIOMARD","2599301","1"
"SENADOR GUIOMARD","2542000","4"
"SENADOR GUIOMARD","2539001","1"
"SENADOR GUIOMARD","2391503","1"
"SENADOR GUIOMARD","1629301","1"
"SENADOR GUIOMARD","1622699","2"
"SENADOR GUIOMARD","1529700","1"
"SENADOR GUIOMARD","1412602","2"
"SENADOR GUIOMARD","1412601","3"
"SENADOR GUIOMARD","1411801","1"
"SENADOR GUIOMARD","1096100","1"
"SENADOR GUIOMARD","1093701","1"
"SENADOR GUIOMARD","1091102","1"
"SENADOR GUIOMARD","1091101","4"
"SENADOR GUIOMARD","1063500","2"
"SENADOR GUIOMARD","1033302","1"
"SENADOR GUIOMARD","1033301","1"
"SENADOR GUIOMARD","1031700","2"
"SENADOR GUIOMARD","0322104","1"
"SENADOR GUIOMARD","0161003","2"
"SENADOR GUIOMARD","0159801","1"
"SENADOR GUIOMARD","0121101","1"
"TARAUACA","9700500","1"
"TARAUACA","9609206","1"
"TARAUACA","9602502","9"
"TARAUACA","9602501","24"
"TARAUACA","9529104","1"
"TARAUACA","9529103","1"
"TARAUACA","9521500","1"
"TARAUACA","9512600","4"
"TARAUACA","9511800","2"
"TARAUACA","8599605","1"
"TARAUACA","8599604","3"
"TARAUACA","8599603","2"
"TARAUACA","8592903","1"
"TARAUACA","8299799","1"
"TARAUACA","8299707","2"
"TARAUACA","8291100","6"
"TARAUACA","8230002","1"
"TARAUACA","8230001","3"
"TARAUACA","8219999","12"
"TARAUACA","8020002","2"
"TARAUACA","8011102","1"
"TARAUACA","7990200","3"
"TARAUACA","7912100","1"
"TARAUACA","7911200","2"
"TARAUACA","7739099","4"
"TARAUACA","7721700","1"
"TARAUACA","7420003","1"
"TARAUACA","7420002","1"
"TARAUACA","7420001","1"
"TARAUACA","7319099","2"
"TARAUACA","7319002","40"
"TARAUACA","5912099","4"
"TARAUACA","5812302","1"
"TARAUACA","5812301","2"
"TARAUACA","5620104","9"
"TARAUACA","5620102","1"
"TARAUACA","5620101","4"
"TARAUACA","5612100","16"
"TARAUACA","5611205","3"
"TARAUACA","5611204","2"
"TARAUACA","5611203","26"
"TARAUACA","5611201","14"
"TARAUACA","5590699","2"
"TARAUACA","5320202","1"
"TARAUACA","5320201","1"
"TARAUACA","5229099","11"
"TARAUACA","5212500","1"
"TARAUACA","5091201","1"
"TARAUACA","5011401","1"
"TARAUACA","4930204","1"
"TARAUACA","4930202","6"
"TARAUACA","4930201","2"
"TARAUACA","4929902","3"
"TARAUACA","4929901","2"
"TARAUACA","4924800","1"
"TARAUACA","4923001","3"
"TARAUACA","4789099","9"
"TARAUACA","4789008","1"
"TARAUACA","4789004","2"
"TARAUACA","4789003","2"
"TARAUACA","4789001","4"
"TARAUACA","4783101","5"
"TARAUACA","4782201","1"
"TARAUACA","4781400","87"
"TARAUACA","4774100","1"
"TARAUACA","4772500","21"
"TARAUACA","4763604","1"
"TARAUACA","4763603","3"
"TARAUACA","4763602","3"
"TARAUACA","4763601","1"
"TARAUACA","4762800","1"
"TARAUACA","4759899","7"
"TARAUACA","4757100","5"
"TARAUACA","4755503","15"
"TARAUACA","4755502","24"
"TARAUACA","4752100","7"
"TARAUACA","4751201","6"
"TARAUACA","4744099","4"
"TARAUACA","4744004","1"
"TARAUACA","4744002","1"
"TARAUACA","4744001","2"
"TARAUACA","4743100","1"
"TARAUACA","4742300","2"
"TARAUACA","4741500","1"
"TARAUACA","4729699","14"
"TARAUACA","4729601","3"
"TARAUACA","4724500","2"
"TARAUACA","4723700","17"
"TARAUACA","4722901","4"
"TARAUACA","4721104","2"
"TARAUACA","4721103","3"
"TARAUACA","4721102","2"
"TARAUACA","4713002","6"
"TARAUACA","4712100","48"
"TARAUACA","4543900","3"
"TARAUACA","4541206","2"
"TARAUACA","4530703","2"
"TARAUACA","4520006","5"
"TARAUACA","4520005","5"
"TARAUACA","4520001","1"
"TARAUACA","4399105","1"
"TARAUACA","4399103","6"
"TARAUACA","4330404","1"
"TARAUACA","4330402","3"
"TARAUACA","4329104","1"
"TARAUACA","4322302","4"
"TARAUACA","4321500","8"
"TARAUACA","3321000","1"
"TARAUACA","3314707","2"
"TARAUACA","3313999","1"
"TARAUACA","3299099","4"
"TARAUACA","3212400","2"
"TARAUACA","3102100","1"
"TARAUACA","2542000","4"
"TARAUACA","2539001","2"
"TARAUACA","2532201","1"
"TARAUACA","2512800","1"
"TARAUACA","2391503","1"
"TARAUACA","1629302","1"
"TARAUACA","1629301","1"
"TARAUACA","1622699","6"
"TARAUACA","1529700","1"
"TARAUACA","1412602","1"
"TARAUACA","1412601","1"
"TARAUACA","1352900","1"
"TARAUACA","1220499","1"
"TARAUACA","1094500","1"
"TARAUACA","1091102","1"
"TARAUACA","1091101","2"
"TARAUACA","1063500","1"
"TARAUACA","1052000","1"
"TARAUACA","1033302","1"
"TARAUACA","0322104","1"
"TARAUACA","0161003","1"
"TARAUACA","0121101","1"
"XAPURI","9602502","7"
"XAPURI","9602501","20"
"XAPURI","9601701","1"
"XAPURI","9529105","1"
"XAPURI","9521500","2"
"XAPURI","9511800","1"
"XAPURI","9001906","1"
"XAPURI","9001901","1"
"XAPURI","8599605","1"
"XAPURI","8599604","3"
"XAPURI","8592903","1"
"XAPURI","8291100","3"
"XAPURI","8230002","4"
"XAPURI","8230001","4"
"XAPURI","8219999","1"
"XAPURI","8130300","2"
"XAPURI","7911200","2"
"XAPURI","7732202","1"
"XAPURI","7729201","1"
"XAPURI","7420001","1"
"XAPURI","7319099","2"
"XAPURI","7319002","17"
"XAPURI","5912099","1"
"XAPURI","5620104","8"
"XAPURI","5620101","1"
"XAPURI","5612100","2"
"XAPURI","5611205","1"
"XAPURI","5611204","2"
"XAPURI","5611203","14"
"XAPURI","5611201","5"
"XAPURI","5590699","2"
"XAPURI","5590603","1"
"XAPURI","5320201","1"
"XAPURI","4924800","1"
"XAPURI","4923001","1"
"XAPURI","4789099","3"
"XAPURI","4789002","1"
"XAPURI","4783102","1"
"XAPURI","4783101","1"
"XAPURI","4782201","2"
"XAPURI","4781400","75"
"XAPURI","4773300","1"
"XAPURI","4772500","13"
"XAPURI","4763604","1"
"XAPURI","4763603","6"
"XAPURI","4761003","1"
"XAPURI","4757100","1"
"XAPURI","4755503","4"
"XAPURI","4754702","1"
"XAPURI","4752100","6"
"XAPURI","4751201","2"
"XAPURI","4744001","1"
"XAPURI","4742300","1"
"XAPURI","4729699","9"
"XAPURI","4724500","1"
"XAPURI","4723700","8"
"XAPURI","4722901","2"
"XAPURI","4721102","1"
"XAPURI","4713002","2"
"XAPURI","4712100","21"
"XAPURI","4543900","2"
"XAPURI","4541206","2"
"XAPURI","4530703","1"
"XAPURI","4520007","2"
"XAPURI","4520006","1"
"XAPURI","4520001","6"
"XAPURI","4399103","4"
"XAPURI","4330404","2"
"XAPURI","4322302","2"
"XAPURI","4321500","3"
"XAPURI","3314709","1"
"XAPURI","3314707","1"
"XAPURI","3313901","1"
"XAPURI","3299099","2"
"XAPURI","3101200","3"
"XAPURI","2542000","3"
"XAPURI","2539001","1"
"XAPURI","1813001","1"
"XAPURI","1629301","1"
"XAPURI","1412603","1"
"XAPURI","1352900","1"
"XAPURI","1099604","1"
"XAPURI","1096100","1"
"XAPURI","1091102","1"
"XAPURI","1091101","1"
"XAPURI","0161003","3"
"XAPURI","0159802","1"
